1,94,1.1265584,56.41122,54.324455,2.0867622
1,393,1.8307269,827.9905,717.19196,110.798485
1,898,6.622357,4011.724,3423.2512,588.47296
1,778,6.115034,2303.0764,2303.0764,0
1,148,1.794382,32.115833,32.115833,0
1,101,1.2074172,508.91553,284.25693,224.65858
1,229,1.3960872,87.45873,87.45873,0
1,155,2.5846896,241.10883,143.1367,97.97212
1,751,3.0043292,1425.2407,1425.2407,0
1,14,6.8822193,366.05676,270.12854,95.928215
2,68,6.4799905,3269.2434,2796.9143,472.32907
2,453,4.062274,1748.5994,1737.1415,11.457836
2,671,1.3619456,159.02232,136.30121,22.721113
2,459,5.681013,161.04684,103.39307,57.65378
2,40,6.956659,6137.1436,3658.0645,2479.0793
3,176,3.0335987,1696.4648,1537.3599,159.10497
3,126,1.1779252,514.8805,452.7053,62.175182
3,719,4.622139,679.40643,443.78714,235.6193
3,144,4.4264464,496.00983,318.07953,177.93028
3,139,2.6744769,1898.0428,1898.0428,0
3,42,1.2158699,42.72186,42.72186,0
3,192,5.2099757,1808.8424,1808.8424,0
3,596,2.4727993,3309.7598,2862.2559,447.50388
3,637,1.961997,1447.9553,1200.5745,247.38087
4,75,4.8432746,264.19955,165.50294,98.69662
5,43,4.029442,1423.0223,893.44507,529.5772
5,36,3.0876532,834.1122,561.0615,273.0507
5,24,3.5580258,105.48619,105.48619,0
6,344,3.8152015,213.83437,172.01959,41.814777
6,134,4.4472156,1697.0317,1189.8268,507.2049
6,45,5.299877,518.1605,441.2275,76.93302
7,48,3.2419133,811.41956,811.41956,0
7,74,2.9907386,998.69147,940.13947,58.55196
7,55,2.1788745,71.78806,41.153744,30.634321
7,35,8.094995,294.64835,217.06177,77.586586
7,91,2.0237012,2073.5103,1422.5116,650.99854
7,10,1.204068,92.358315,58.99534,33.362976
7,83,6.8688593,1086.7375,805.977,280.7606
7,96,2.8211062,460.95752,460.95752,0
7,29,4.239652,90.725945,69.570206,21.15574
8,7,2.6048973,562.6888,368.5246,194.1642
9,78,1.6151603,245.31706,232.41267,12.904394
9,87,2.33055,219.09897,212.1325,6.966468
9,158,3.9127755,2503.286,2503.286,0
9,96,3.1106217,352.62988,342.13504,10.494842
9,228,1.0878284,65.49788,48.52207,16.975805
9,200,1.5011342,270.28674,236.18129,34.10545
9,137,2.7814903,1999.3298,1602.7792,396.5506
9,583,1.106376,674.737,672.4775,2.2594938
9,671,1.4623798,138.61174,73.924164,64.68758
9,80,6.885592,250.70961,169.47333,81.236275
10,78,1.4293792,217.09988,149.39601,67.703865
10,2,9.085662,2068.3064,2068.3064,0
10,96,3.093144,350.64856,254.8681,95.78046
10,260,2.1032827,237.34833,193.06851,44.27981
10,106,2.1378095,1478.9272,1058.2905,420.6367
10,21,2.7923398,297.519,214.0516,83.46742
10,104,4.0332613,692.73334,644.5791,48.154255
10,27,2.4248307,1325.0869,1325.0869,0
10,337,3.9045136,623.7754,478.84576,144.92963
10,3,3.5676477,1167.1772,838.01636,329.16086
10,47,3.0213995,1144.2122,1144.2122,0
10,111,9.887949,5068.867,3134.11,1934.757
10,81,4.429998,158.05682,118.250885,39.805943
10,406,2.6125672,1368.8159,1368.8159,0
11,70,5.5879254,1053.9031,597.7904,456.11267
11,109,1.0196192,398.2288,317.6065,80.62225
11,40,1.7829806,267.9555,161.02939,106.92611
11,45,1.307132,166.9185,129.37611,37.54239
11,102,7.0093107,3640.4094,2941.844,698.5655
11,424,4.3993864,1325.2059,1325.2059,0
11,123,4.9655175,2539.955,2539.2031,0.7519229
11,38,1.7898382,747.7238,567.1223,180.60147
12,341,1.0490907,1264.2056,1074.8386,189.36697
13,27,4.5938954,933.3185,928.1067,5.21179
13,744,2.4596515,985.0154,985.0154,0
13,106,5.026515,4202.623,4202.623,0
13,950,5.8589025,253.143,232.87405,20.268942
13,30,2.446198,489.70197,489.70197,0
13,152,4.5157256,460.2212,275.45267,184.76855
13,122,1.7920785,334.36243,266.2713,68.091125
13,3,1.5330884,94.86432,62.413555,32.45076
13,169,1.836118,41.405537,38.49695,2.908587
13,949,5.270403,2691.179,2691.179,0
13,170,3.1713521,1307.023,847.75793,459.265
13,187,2.9868376,181.41945,120.91188,60.507572
13,178,2.5929143,483.5455,380.58286,102.96265
13,211,2.882611,140.80266,72.21661,68.58604
13,288,2.3873997,295.54507,295.54507,0
14,596,2.6310785,248.5262,182.45982,66.06638
15,947,1.7319831,370.6234,370.6234,0
16,66,4.340081,844.86084,745.0948,99.766075
16,182,4.5403986,546.9061,320.689,226.21712
16,378,1.2746266,538.1282,357.55322,180.57494
16,26,5.6486015,3989.5305,3989.5305,0
16,8,1.4823935,119.137764,95.865776,23.271994
16,939,1.3592917,372.75635,339.09427,33.662075
16,87,6.1024456,7038.942,5460.996,1577.946
16,102,1.1780026,109.38916,109.38916,0
16,133,2.9793904,1286.4655,924.9155,361.55
17,28,1.0073166,435.9521,313.1632,122.78887
17,37,1.9740348,1334.8729,1217.9606,116.91235
18,414,1.8150185,716.4894,416.84293,299.64645
18,18,2.0480468,1117.4558,969.0605,148.39532
18,2,1.6372088,899.53394,739.5235,160.0104
18,434,1.563702,420.95718,420.95718,0
19,658,4.475758,2561.447,2561.447,0
19,54,3.329705,1425.0886,1148.7065,276.3821
20,47,7.4165263,630.5229,506.81207,123.710815
21,32,5.609616,456.8296,308.28867,148.54092
21,21,2.5159237,345.40152,260.08752,85.313965
21,43,3.0769053,1636.1979,958.59735,677.6005
21,50,2.5152724,360.5714,197.63837,162.93304
22,333,7.285233,467.09073,467.09073,0
22,132,1.069931,242.78645,238.05164,4.7348065
22,904,1.782963,47.06035,30.752382,16.307966
22,25,1.6454725,40.715973,36.59467,4.121304
22,7,2.264482,947.30804,947.30804,0
23,42,6.07146,4153.477,4153.477,0
23,103,1.1808492,237.09225,237.09225,0
23,33,1.9976085,940.06415,940.06415,0
23,97,5.1555934,506.91693,506.91693,0
23,989,9.262071,651.74286,513.8261,137.9167
24,7,1.7023997,223.22229,223.22229,0
25,12,1.9773878,305.08643,213.68758,91.39885
26,85,1.614855,426.01556,368.20227,57.813313
26,39,2.9687655,1873.6293,1873.6293,0
26,1,2.6196005,1049.3387,972.0957,77.24298
26,9,2.9759648,130.42459,127.97712,2.4474716
26,100,2.3785594,410.89627,302.60254,108.29375
